02-Jan-2012,4640.20,4645.95,4588.05,4636.75,108460668,3590.96
03-Jan-2012,4675.80,4773.10,4675.80,4765.30,146621115,5021.29
04-Jan-2012,4774.95,4782.85,4728.85,4749.65,165938849,5661.16
05-Jan-2012,4749.00,4779.80,4730.15,4749.95,177862936,5873.79
06-Jan-2012,4724.15,4794.90,4686.85,4754.10,176057282,5234.69
07-Jan-2012,4755.60,4759.40,4743.05,4746.90,18783880,414.88
09-Jan-2012,4747.55,4758.70,4695.45,4742.80,147534537,4548.30
10-Jan-2012,4771.85,4855.90,4768.25,4849.55,201661174,6222.27
11-Jan-2012,4863.15,4877.20,4841.60,4860.95,209079758,6364.00
12-Jan-2012,4840.95,4869.20,4803.90,4831.25,183068697,7271.44
13-Jan-2012,4861.95,4898.85,4834.20,4866.00,230940604,7117.50
16-Jan-2012,4844.00,4880.80,4827.05,4873.90,160479891,5297.89
17-Jan-2012,4904.50,4975.55,4904.00,4967.30,223004183,7170.72
18-Jan-2012,4977.75,4980.65,4931.05,4955.80,211198796,7424.79
19-Jan-2012,4995.00,5023.80,4991.40,5018.40,203487608,6634.33
20-Jan-2012,5044.85,5064.15,5004.30,5048.60,221048007,8120.35
23-Jan-2012,5025.35,5059.55,5021.35,5046.25,158177571,5934.04
24-Jan-2012,5064.80,5141.05,5049.80,5127.35,202006565,8172.43
25-Jan-2012,5151.50,5174.15,5130.25,5158.30,219175709,8156.04
27-Jan-2012,5216.75,5217.00,5162.40,5204.70,215923377,7881.15
30-Jan-2012,5163.55,5166.15,5076.70,5087.30,181141437,6181.32
31-Jan-2012,5125.25,5215.40,5120.15,5199.25,215770719,8075.54
01-Feb-2012,5198.15,5244.60,5159.00,5235.70,234899358,8066.68
02-Feb-2012,5272.10,5289.95,5225.75,5269.90,337960651,11126.39
03-Feb-2012,5276.10,5334.85,5255.55,5325.85,217358188,7573.02
06-Feb-2012,5379.45,5390.05,5327.25,5361.65,215080487,7703.06
07-Feb-2012,5412.95,5413.35,5322.95,5335.15,181194561,6797.14
08-Feb-2012,5343.80,5396.90,5325.20,5368.15,236135416,9359.98
09-Feb-2012,5343.05,5423.40,5338.90,5412.35,255306965,8143.96
10-Feb-2012,5399.80,5427.75,5341.05,5381.60,225352093,7396.34
13-Feb-2012,5382.10,5421.05,5351.40,5390.20,181561910,6738.00
14-Feb-2012,5380.80,5428.05,5377.95,5416.05,201409996,6693.43
15-Feb-2012,5460.60,5542.10,5460.60,5531.95,314366096,9958.28
16-Feb-2012,5513.75,5531.40,5483.75,5521.95,270060477,9053.45
17-Feb-2012,5574.20,5606.70,5545.20,5564.30,329307516,11512.01
21-Feb-2012,5561.90,5621.50,5561.75,5607.15,231132126,8169.38
22-Feb-2012,5609.75,5629.95,5491.35,5505.35,263013427,9694.44
23-Feb-2012,5490.05,5537.40,5460.80,5483.30,307246519,9987.65
24-Feb-2012,5479.15,5521.40,5405.90,5429.30,364660634,17356.76
27-Feb-2012,5448.10,5449.80,5268.15,5281.20,235318961,7706.81
28-Feb-2012,5310.50,5391.10,5306.45,5375.50,208133889,7815.90
29-Feb-2012,5424.95,5458.80,5352.25,5385.20,226022232,8454.41
01-Mar-2012,5366.00,5372.45,5297.50,5339.75,196867905,6847.63
02-Mar-2012,5369.45,5392.55,5315.05,5359.35,185021526,6768.52
03-Mar-2012,5360.05,5369.60,5353.40,5359.40,16770991,429.35
05-Mar-2012,5342.55,5344.50,5265.70,5280.35,196421155,6036.63
06-Mar-2012,5266.00,5382.05,5206.40,5222.40,290396014,9319.01
07-Mar-2012,5207.05,5243.85,5171.45,5220.45,230726017,7173.14
09-Mar-2012,5294.10,5342.30,5291.60,5333.55,203005845,7080.66
12-Mar-2012,5420.10,5421.90,5327.30,5359.55,176668237,6484.38
13-Mar-2012,5391.05,5438.65,5390.80,5429.50,179965296,5907.14
14-Mar-2012,5490.55,5499.40,5437.80,5463.90,181714070,7345.67
15-Mar-2012,5462.50,5462.50,5362.30,5380.50,160257651,5961.15
16-Mar-2012,5380.35,5445.65,5305.00,5317.90,267521147,9432.07
19-Mar-2012,5337.35,5340.70,5238.55,5257.05,179877454,6275.89
20-Mar-2012,5257.15,5297.35,5233.25,5274.85,181345285,6158.00
21-Mar-2012,5267.20,5372.35,5256.00,5364.95,199787985,6807.02
22-Mar-2012,5361.10,5385.95,5205.65,5228.45,205581062,7359.89
23-Mar-2012,5255.65,5312.00,5220.00,5278.20,172738574,6371.46
26-Mar-2012,5274.35,5274.95,5174.90,5184.25,169785835,5582.28
27-Mar-2012,5242.95,5277.95,5184.65,5243.15,208775421,7445.92
28-Mar-2012,5231.70,5236.55,5169.60,5194.75,145803597,5411.63
29-Mar-2012,5145.95,5194.30,5135.95,5178.85,242557889,8632.05
30-Mar-2012,5206.60,5307.10,5203.65,5295.55,164790056,6082.93
02-Apr-2012,5296.35,5331.55,5278.80,5317.90,134538287,4583.68
03-Apr-2012,5353.20,5378.75,5344.45,5358.50,152496489,5256.86
04-Apr-2012,5328.65,5338.40,5305.30,5322.90,122106162,4084.37
09-Apr-2012,5282.50,5287.90,5228.00,5234.40,111914936,3680.04
10-Apr-2012,5254.10,5255.80,5211.85,5243.60,156106794,4886.48
11-Apr-2012,5209.45,5263.65,5190.80,5226.85,167013527,5585.70
12-Apr-2012,5246.75,5290.60,5246.75,5276.85,152684788,5457.29
13-Apr-2012,5255.70,5306.75,5185.40,5207.45,164225858,7989.27
16-Apr-2012,5190.60,5233.50,5183.50,5226.20,119730347,5165.70
17-Apr-2012,5266.60,5298.20,5208.35,5289.70,178895417,7416.66
18-Apr-2012,5320.70,5342.00,5293.45,5300.00,152743439,5665.77
19-Apr-2012,5320.60,5342.45,5291.30,5332.40,133549895,5313.33
20-Apr-2012,5313.95,5336.15,5245.45,5290.85,135252751,5086.54
23-Apr-2012,5277.40,5310.55,5187.15,5200.60,138042341,5065.27
24-Apr-2012,5215.90,5232.35,5180.35,5222.65,155674654,7362.66
25-Apr-2012,5222.20,5236.10,5160.65,5202.00,142910739,5968.34
26-Apr-2012,5214.75,5215.60,5179.05,5189.00,185899437,6408.49
27-Apr-2012,5189.00,5223.05,5154.30,5190.60,128759445,5734.59
28-Apr-2012,5209.60,5216.40,5196.35,5209.00,6555703,297.89
30-Apr-2012,5201.45,5262.15,5201.45,5248.15,108138550,4610.40
02-May-2012,5254.30,5279.60,5226.45,5239.15,119333288,4815.08
03-May-2012,5211.20,5217.30,5180.65,5188.40,118573998,5488.90
04-May-2012,5166.65,5177.20,5070.60,5086.85,153304687,6507.50
07-May-2012,5017.80,5124.75,4988.00,5114.15,168271798,6787.08
08-May-2012,5114.70,5119.95,4983.60,4999.95,164262546,6233.26
09-May-2012,4967.90,5016.25,4956.45,4974.80,180441209,6558.78
10-May-2012,4984.15,5039.30,4950.30,4965.70,141031231,5430.14
